Column,ID_PER,CVE_ENT,NOM_ENT,CEN_INT,NOM_INT,COD_RES,SEXO,FUERO,P2_1,P2_2,P2_3_01,P2_3_02,P2_3_03,P2_3_04,P2_3_05,P2_3_06,P2_3_07,P2_3_08,P2_3_09,P2_3_10,P2_3_98,P2_3_99,P2_4,P2_5,P2_6,P2_7_1,P2_8A_1,P2_8M_1,P2_9_1,P2_7_2,P2_8A_2,P2_8M_2,P2_9_2,P2_7_3,P2_8A_3,P2_8M_3,P2_9_3,P2_7_4,P2_8A_4,P2_8M_4,P2_9_4,P2_7_5,P2_8A_5,P2_8M_5,P2_9_5,P2_7_6,P2_8A_6,P2_8M_6,P2_9_6,P2_7_7,P2_8A_7,P2_8M_7,P2_9_7,P2_7_8,P2_8A_8,P2_8M_8,P2_9_8,P2_7_9,P2_8A_9,P2_8M_9,P2_9_9,P2_7_10,P2_8A_10,P2_8M_10,P2_9_10,P2_10_E,R2_10_CVE,R2_10_X,P2_11,P2_12,P2_13,P2_14_1,P2_14_2,P2_14_3,P2_14_4,P2_14_5,P2_14_6,P2_14_7,P2_14_8,P2_14_9,P2_15,P3_1,P3_2,P3_2A_01,P3_2A_02,P3_2A_03,P3_2A_04,P3_2A_05,P3_2A_06,P3_2A_07,P3_2A_08,P3_2A_98,P3_2A_99,P3_3,P3_4,P3_5_D,P3_5_M,P3_5_A,P3_6,P3_7,P3_8_D,P3_8_M,P3_8_A,P3_9,P3_10,P3_11,P3_12_1,P3_12_2,P3_12_3,P3_12_4,P3_12_5,P3_13_01,P3_13_02,P3_13_03,P3_13_04,P3_13_05,P3_13_06,P3_13_07,P3_13_08,P3_13_09,P3_13_10,P3_13_11,P3_13_12,P3_14_1,P3_14_2,P3_14_3,P3_14_4,P3_14_5,P3_14_6,P3_15_1,P3_15_2,P3_15_3,P3_15_4,P3_15_5,P3_15_6,P3_15_7,P3_15_8,P3_15_9,P3_16,P3_17_01,P3_17_02,P3_17_03,P3_17_04,P3_17_05,P3_17_06,P3_17_07,P3_17_08,P3_17_09,P3_17_10,P3_17_11,P3_18_01,P3_18_02,P3_18_03,P3_18_04,P3_18_05,P3_18_06,P3_18_07,P3_18_08,P3_18_09,P3_18_10,P3_18_11,P3_18_12,P3_18_13,P3_18_14,P3_18_15,P3_19,P3_20,P3_21_1,P3_21_2,P3_22_1,P3_22_2,P3_22_3,P3_22_4,P3_22_5,P3_22_8,P3_22_9,P3_23,P3_24,P3_25,P3_26,EST_DIS,FAC_PER,FPC
46544,2445.4888,27,Tabasco,NA,NA,01,1,2,27,01,0,1,1,1,0,0,1,0,0,0,0,0,1,02,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,GANADERO,6129,06,1,NA,NA,1,1,1,1,2,1,2,1,1,1,4,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,005,26,11,2020,27,005,18,11,2020,3,5,1,NA,NA,NA,NA,NA,1,2,1,2,2,2,2,2,2,2,2,NA,2,2,2,1,1,1,1,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,01,04,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0176.1,3.8571428571428568,0.28823529411764703
46549,2445.7313,27,Tabasco,NA,NA,01,1,2,27,08,1,0,0,0,0,0,0,0,0,0,0,0,2,NA,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,MECANICO,2639,02,1,NA,NA,1,1,2,1,2,1,2,2,NA,2,1,01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,012,05,02,2006,27,012,05,02,2006,1,5,1,NA,NA,NA,NA,NA,1,1,1,2,2,2,1,2,2,2,2,NA,2,2,1,2,2,2,1,1,2,2,NA,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,01,01,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0249.1,3.9814814814814818,0.29189189189189191
46557,2446.3394,23,Quintana Roo,NA,NA,01,1,2,23,03,0,1,0,0,0,0,0,0,0,0,0,0,1,01,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,BOMBERO,5311,05,1,NA,NA,1,1,1,1,1,1,2,2,1,6,4,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,009,20,04,2020,23,009,98,98,9998,1,3,NA,NA,NA,NA,NA,NA,1,1,1,2,2,2,2,2,2,2,2,NA,1,1,2,2,2,2,1,2,2,NA,NA,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01,04,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2351.1,2.8881987577639752,0.33402489626556015
46572,2447.0402,05,Coahuila de Zaragoza,NA,NA,01,1,2,05,01,0,0,1,1,0,0,0,0,0,0,0,0,1,04,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,RESTAURANTE  LOS AZULEJOS,9999,99,NA,NA,99,1,2,1,1,1,1,9,1,1,2,4,01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05,025,23,11,2019,05,025,19,11,2019,2,5,3,NA,NA,NA,NA,NA,2,1,1,2,2,2,2,2,2,2,2,NA,2,2,2,2,2,2,1,2,2,NA,NA,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,06,02,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0322.1,3.4956140350877192,0.33091436865021773
46590,2447.7877,27,Tabasco,NA,NA,01,1,2,27,03,0,0,1,1,0,0,0,0,0,0,0,0,2,NA,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NO TRABAJABA,1008,97,NA,04,99,1,2,1,1,2,1,1,2,1,1,1,05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,002,24,05,2019,27,005,16,05,2019,3,1,NA,NA,NA,NA,NA,NA,1,1,1,1,2,2,1,1,1,2,2,NA,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,1,1,1,1,2,1,1,2,1,2,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,01,06,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0516.1,3.7810218978102195,0.29912663755458513
46602,2448.2637,04,Campeche,07,CERESO KOBEN,01,1,2,04,01,0,0,1,0,0,0,0,0,0,0,0,0,1,01,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,1,07,00,2,2,NA,NA,NA,MAESTRO CONTRATISTA DE ALBANILERIA,7121,07,1,NA,NA,1,2,1,2,1,1,1,1,1,6,4,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04,002,03,11,2020,04,002,10,06,2020,5,5,2,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,2,2,NA,1,1,2,1,1,1,1,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01,01,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2352.1,1.7405940594059406,0.5751708428246014
46632,2449.4782,04,Campeche,07,CERESO KOBEN,01,1,2,28,01,1,0,0,0,0,0,0,0,0,0,0,0,1,04,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,MAESTRO MECANICO MOTORES MARINO,2632,02,1,NA,NA,1,1,1,2,1,1,1,1,1,6,4,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04,002,06,01,2014,04,002,98,11,2011,6,3,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,2,2,NA,1,1,2,1,2,1,1,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01,01,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2352.1,1.7405940594059406,0.5751708428246014
46637,2449.6171,04,Campeche,NA,NA,01,1,2,04,01,0,1,1,0,0,0,1,0,0,0,0,0,1,04,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,PASTERO TABLAROQUERO EN UNA OBRA,7131,07,1,NA,NA,1,1,1,2,1,1,1,1,1,4,4,02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04,003,10,04,2019,04,003,06,04,2019,2,5,2,NA,NA,NA,NA,NA,2,2,1,2,2,2,1,1,2,2,1,2,2,2,1,2,2,2,1,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01,01,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1732.1,1.7272727272727271,0.57894736842105265
46673,2451.0018,05,Coahuila de Zaragoza,NA,NA,01,2,2,05,01,0,1,0,0,0,0,1,0,0,0,0,0,1,03,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NEGOCIO PROPIO DE VENTAS,1411,01,1,NA,NA,1,2,1,2,1,1,1,1,1,5,4,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05,027,21,03,2021,05,027,98,98,2021,8,3,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,2,1,2,2,2,NA,2,2,2,2,2,2,1,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,06,04,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1236.2,1.0227272727272727,0.97777777777777775
46703,2453.5554,04,Campeche,07,CERESO KOBEN,01,1,2,30,01,0,1,0,0,0,0,1,0,0,0,0,0,1,03,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,ENCARGADO DE RANCHO,6101,06,1,NA,NA,1,2,1,1,2,1,1,1,1,2,4,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04,004,13,08,2018,04,004,98,06,2018,5,5,2,NA,NA,NA,NA,NA,2,2,1,2,2,2,2,2,2,2,2,NA,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01,03,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2352.1,1.7405940594059406,0.5751708428246014
46724,2454.8537,05,Coahuila de Zaragoza,NA,NA,01,2,2,05,01,0,1,0,0,0,0,1,0,0,0,0,0,1,01,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01,1,2,2,1,2,1,1,1,1,7,4,01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05,030,31,01,2021,05,030,31,01,2021,2,5,1,NA,NA,NA,NA,NA,2,2,1,2,2,2,2,2,2,2,2,NA,2,2,1,2,2,2,1,2,2,NA,NA,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01,07,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1236.2,1.0227272727272727,0.97777777777777775
46730,2455.1214,27,Tabasco,50,CERESO VILLAHERMOSA,01,1,2,27,02,0,1,0,0,0,0,0,0,0,0,0,0,1,05,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,AYUDANTE EN TORTILLERIA,9236,09,1,NA,NA,2,2,1,1,2,2,3,2,2,2,4,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,004,14,03,2007,27,004,98,02,2007,3,2,NA,NA,NA,NA,NA,NA,2,1,1,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,01,05,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0573.1,2.9999999999999996,0.38732394366197181
46748,2455.9813,31,Yucatán,53,CERESO MERIDA,01,1,2,31,01,0,0,1,0,0,1,0,1,0,0,0,0,2,NA,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,ALBANIL,7121,07,2,NA,03,1,2,1,1,2,1,3,1,1,1,1,02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,050,23,11,2020,31,050,23,11,2020,1,2,NA,NA,NA,NA,NA,NA,2,1,1,2,2,2,2,2,2,2,2,NA,2,2,1,1,2,2,2,2,2,NA,NA,2,2,1,1,2,2,2,1,1,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,01,04,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2884.1,2.3467230443974629,0.34077809798270892
46758,2456.4431,27,Tabasco,50,CERESO VILLAHERMOSA,01,1,2,27,01,0,1,0,0,0,0,0,0,0,0,0,0,1,03,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,COCINERO,5119,05,2,NA,03,1,2,1,1,1,1,3,1,1,3,1,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,004,12,04,2010,27,004,98,98,2009,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0573.1,2.9999999999999996,0.38732394366197181
46783,2457.6514,04,Campeche,07,CERESO KOBEN,01,1,2,07,01,0,1,0,0,0,0,1,0,0,0,0,0,1,04,1,2,NA,NA,NA,1,04,00,2,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,ALBANIL,7121,07,1,NA,NA,1,2,1,2,2,2,1,1,1,1,4,02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04,004,27,06,2014,04,002,26,06,2014,2,5,2,NA,NA,NA,NA,NA,1,1,1,1,2,2,1,1,2,2,2,NA,2,2,1,2,2,2,2,2,2,NA,NA,2,2,2,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,03,01,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2352.1,1.7405940594059406,0.5751708428246014
46788,2457.8374,27,Tabasco,NA,NA,01,1,2,27,01,0,0,0,0,0,0,0,1,0,0,0,0,1,01,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,TRABAJA DE AYUDANTE EN UNA TIENDA,4211,04,1,NA,NA,1,2,2,2,2,2,2,2,2,1,4,01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,008,24,08,2013,27,008,24,08,2013,1,2,NA,NA,NA,NA,NA,NA,2,1,1,1,2,2,1,1,2,2,2,NA,2,2,1,1,1,1,1,2,2,NA,NA,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,01,02,2,1,0,0,0,0,0,0,1,1,00002200,1,4,2328.1,4.0000000000000009,0.29351535836177473
46795,2458.1268,31,Yucatán,53,CERESO MERIDA,01,1,2,31,01,0,0,1,1,1,0,0,0,0,0,0,0,1,02,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,EN EL CAMPO,6119,06,1,NA,NA,1,2,2,2,2,1,1,2,2,1,1,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,088,11,02,2002,31,088,10,02,2002,2,3,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,NA,1,1,2,1,2,1,1,2,2,NA,NA,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,03,08,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2884.1,2.3467230443974629,0.34077809798270892
46810,2458.7278,23,Quintana Roo,NA,NA,01,2,2,23,01,0,1,0,0,0,0,1,0,0,0,0,0,1,02,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NEGOCIO PROPIO,9999,99,NA,NA,99,1,2,1,1,1,1,1,1,1,1,4,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,005,24,02,2021,23,005,24,02,2021,1,5,2,NA,NA,NA,NA,NA,2,2,2,1,2,2,2,2,2,2,2,NA,2,2,2,2,2,2,1,2,2,NA,NA,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,03,06,1,1,0,0,1,0,0,0,0,1,00002000,2,NA,0120.2,1.010752688172043,0.98936170212765961
46830,2459.8204,27,Tabasco,50,CERESO VILLAHERMOSA,01,1,2,27,01,0,1,1,1,1,0,0,0,0,0,0,0,1,03,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,COMERCIANTE,4111,04,1,NA,NA,1,1,1,1,1,1,1,1,1,2,4,02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,002,15,10,2015,27,002,98,98,9998,8,5,1,NA,NA,NA,NA,NA,2,1,1,1,2,2,1,1,1,2,2,NA,2,2,2,2,2,2,1,2,2,NA,NA,2,2,2,2,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,2,01,07,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,0573.1,2.9999999999999996,0.38732394366197181
46849,2460.6319,23,Quintana Roo,NA,NA,01,1,2,23,01,0,1,0,0,0,0,1,0,0,0,0,0,1,03,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,1,00,05,2,2,NA,NA,NA,OBRERO AYUDANTE DE CARPINTERIA Y OBRA NEGRA,9234,09,1,NA,NA,2,1,2,1,2,2,2,2,1,2,4,06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,005,98,04,2021,23,005,98,04,2021,1,2,NA,NA,NA,NA,NA,NA,1,1,1,2,2,2,2,2,2,2,2,NA,2,2,1,1,2,2,1,2,2,NA,NA,2,2,1,2,1,1,2,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01,03,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0381.1,3.4632352941176476,0.33090024330900242
46864,2461.2233,05,Coahuila de Zaragoza,NA,NA,01,1,2,05,01,0,1,0,0,0,0,1,0,0,0,0,0,1,08,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,SECRETARIO DE CONALEP,3111,03,1,NA,NA,1,1,2,1,1,1,1,1,1,3,1,02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05,002,16,03,2015,05,002,14,03,2015,2,3,NA,NA,NA,NA,NA,NA,1,1,1,2,2,2,2,1,2,2,2,NA,2,2,2,1,2,2,1,2,2,NA,NA,2,2,2,2,1,1,2,1,2,2,2,1,1,2,2,2,2,1,1,1,1,2,1,2,2,2,2,1,1,1,2,01,04,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0322.1,3.4956140350877192,0.33091436865021773
46868,2461.4446,31,Yucatán,53,CERESO MERIDA,01,1,2,31,01,0,0,1,1,0,0,0,0,0,0,0,0,2,NA,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,ALBANIL,7121,07,1,NA,NA,1,1,1,1,2,1,3,1,1,5,4,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,050,13,11,2014,31,050,13,11,2014,1,4,1,1,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,NA,2,2,1,2,2,2,1,2,2,NA,NA,2,2,1,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,03,04,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,2884.1,2.3467230443974629,0.34077809798270892
46877,2461.9443,23,Quintana Roo,NA,NA,01,1,2,09,02,0,0,0,0,0,0,1,0,0,0,0,0,1,01,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NEGOCIO DE MADERAS,9999,99,NA,NA,99,1,1,1,2,1,1,1,1,1,6,4,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09,003,08,04,2020,23,009,08,05,2018,6,9,9,NA,NA,NA,NA,NA,9,9,9,9,9,9,9,9,9,9,9,NA,9,9,9,9,9,9,9,9,9,NA,NA,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,99,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,2351.1,2.8881987577639752,0.33402489626556015
46879,2462.0360,30,Veracruz de Ignacio de la Llave,52,CEFERESO 5 ORIENTE,01,1,1,30,01,0,1,0,0,0,0,1,0,0,0,0,0,1,03,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,CHOFER DE TRANSPORTE PUBLICO,8342,08,1,NA,NA,1,2,1,1,1,1,1,2,1,3,4,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04,003,01,03,2011,04,003,01,03,2011,1,5,1,NA,NA,NA,NA,NA,1,1,1,2,2,2,2,2,2,2,2,NA,2,2,2,2,2,2,1,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,11,06,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0394.1,2.1908646003262642,0.58104265402843602
46895,2462.7377,05,Coahuila de Zaragoza,NA,NA,01,1,2,05,01,0,1,0,0,0,0,1,0,0,0,0,0,1,02,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,TABLAJERO,7511,07,1,NA,NA,1,1,1,2,2,1,3,1,1,6,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05,025,28,04,2020,05,025,27,04,2020,1,2,NA,NA,NA,NA,NA,NA,2,1,1,2,2,2,2,2,2,2,2,NA,2,2,1,1,1,1,1,2,2,NA,NA,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01,01,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0322.1,3.4956140350877192,0.33091436865021773
46897,2462.7901,04,Campeche,NA,NA,01,1,2,04,02,0,1,0,0,0,0,1,0,0,0,0,0,1,02,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,PESCADOR,6211,06,1,NA,NA,1,2,1,1,2,2,1,1,1,1,4,01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04,003,03,01,2021,04,003,98,12,2020,1,5,2,NA,NA,NA,NA,NA,2,1,1,1,2,2,2,1,2,2,2,NA,2,1,1,1,2,1,1,2,2,NA,NA,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,01,01,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1732.1,1.7272727272727271,0.57894736842105265
