Column,ID_PER,CVE_ENT,NOM_ENT,CEN_INT,NOM_INT,COD_RES,SEXO,FUERO,P2_1,P2_2,P2_3_01,P2_3_02,P2_3_03,P2_3_04,P2_3_05,P2_3_06,P2_3_07,P2_3_08,P2_3_09,P2_3_10,P2_3_98,P2_3_99,P2_4,P2_5,P2_6,P2_7_1,P2_8A_1,P2_8M_1,P2_9_1,P2_7_2,P2_8A_2,P2_8M_2,P2_9_2,P2_7_3,P2_8A_3,P2_8M_3,P2_9_3,P2_7_4,P2_8A_4,P2_8M_4,P2_9_4,P2_7_5,P2_8A_5,P2_8M_5,P2_9_5,P2_7_6,P2_8A_6,P2_8M_6,P2_9_6,P2_7_7,P2_8A_7,P2_8M_7,P2_9_7,P2_7_8,P2_8A_8,P2_8M_8,P2_9_8,P2_7_9,P2_8A_9,P2_8M_9,P2_9_9,P2_7_10,P2_8A_10,P2_8M_10,P2_9_10,P2_10_E,R2_10_CVE,R2_10_X,P2_11,P2_12,P2_13,P2_14_1,P2_14_2,P2_14_3,P2_14_4,P2_14_5,P2_14_6,P2_14_7,P2_14_8,P2_14_9,P2_15,P3_1,P3_2,P3_2A_01,P3_2A_02,P3_2A_03,P3_2A_04,P3_2A_05,P3_2A_06,P3_2A_07,P3_2A_08,P3_2A_98,P3_2A_99,P3_3,P3_4,P3_5_D,P3_5_M,P3_5_A,P3_6,P3_7,P3_8_D,P3_8_M,P3_8_A,P3_9,P3_10,P3_11,P3_12_1,P3_12_2,P3_12_3,P3_12_4,P3_12_5,P3_13_01,P3_13_02,P3_13_03,P3_13_04,P3_13_05,P3_13_06,P3_13_07,P3_13_08,P3_13_09,P3_13_10,P3_13_11,P3_13_12,P3_14_1,P3_14_2,P3_14_3,P3_14_4,P3_14_5,P3_14_6,P3_15_1,P3_15_2,P3_15_3,P3_15_4,P3_15_5,P3_15_6,P3_15_7,P3_15_8,P3_15_9,P3_16,P3_17_01,P3_17_02,P3_17_03,P3_17_04,P3_17_05,P3_17_06,P3_17_07,P3_17_08,P3_17_09,P3_17_10,P3_17_11,P3_18_01,P3_18_02,P3_18_03,P3_18_04,P3_18_05,P3_18_06,P3_18_07,P3_18_08,P3_18_09,P3_18_10,P3_18_11,P3_18_12,P3_18_13,P3_18_14,P3_18_15,P3_19,P3_20,P3_21_1,P3_21_2,P3_22_1,P3_22_2,P3_22_3,P3_22_4,P3_22_5,P3_22_8,P3_22_9,P3_23,P3_24,P3_25,P3_26,EST_DIS,FAC_PER,FPC
5317,0367.3048,27,Tabasco,NA,NA,01,1,2,27,01,0,1,0,0,0,0,1,0,0,0,0,0,1,04,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,1,09,04,1,2,NA,NA,NA,2,NA,NA,NA,1,10,00,2,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,POLICIA DE LA FISCALIA GENERAL DEL ESTADO,5312,05,1,NA,NA,1,1,1,2,2,1,2,2,1,1,3,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,008,08,02,2017,27,008,07,02,2017,1,3,NA,NA,NA,NA,NA,NA,2,2,1,2,2,2,1,2,2,2,2,NA,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01,01,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2328.1,4.0000000000000009,0.29351535836177473
5323,0367.5588,23,Quintana Roo,NA,NA,01,1,2,23,03,0,1,0,0,0,0,1,0,0,0,0,0,1,02,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,AYUDANTE DE GUIA DE TURISTA,3222,03,1,NA,NA,1,2,1,2,1,1,3,1,1,3,4,01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,009,18,11,2018,23,009,18,11,2018,1,4,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,NA,2,1,1,2,2,2,1,2,2,NA,NA,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,03,05,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,2351.1,2.8881987577639752,0.33402489626556015
5326,0367.6778,23,Quintana Roo,NA,NA,01,1,2,23,02,1,0,0,0,0,0,0,0,0,0,0,0,1,01,1,1,00,06,2,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,1,21,00,1,2,NA,NA,NA,GRUPO DE CHOQUE,1019,10,1,NA,NA,1,2,1,1,2,1,1,2,1,6,3,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,005,16,02,2021,23,005,16,02,2021,1,3,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,NA,1,1,1,1,1,1,2,2,2,NA,NA,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01,01,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0381.1,3.4632352941176476,0.33090024330900242
5340,0368.3316,23,Quintana Roo,NA,NA,01,1,2,23,01,0,1,0,0,0,0,1,0,0,0,0,0,1,03,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,AUXILIAR DE INFORMÁTICA,2651,02,1,NA,NA,1,2,1,2,2,1,1,2,1,4,4,09,0,0,1,1,0,0,0,0,0,0,23,003,17,02,2016,23,003,04,02,2016,3,5,2,NA,NA,NA,NA,NA,2,1,1,2,2,2,1,2,2,2,2,NA,2,2,2,2,2,2,1,2,2,NA,NA,2,2,2,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01,04,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0381.1,3.4632352941176476,0.33090024330900242
5351,0369.0855,27,Tabasco,NA,NA,01,1,2,27,01,0,1,0,0,0,0,0,0,0,0,0,0,1,03,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,MECANICO,2639,02,1,NA,NA,1,2,1,1,2,1,1,2,1,2,4,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,008,06,07,2020,27,008,98,98,9998,8,9,9,NA,NA,NA,NA,NA,9,9,9,9,9,9,9,9,9,9,9,NA,9,9,9,9,9,9,9,9,9,NA,NA,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,99,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,2328.1,4.0000000000000009,0.29351535836177473
5353,0369.1306,23,Quintana Roo,NA,NA,01,2,2,23,01,1,0,0,0,0,0,0,0,0,0,0,0,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01,1,2,1,2,1,1,3,1,1,7,1,02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,005,28,04,2021,23,005,28,04,2021,2,4,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,NA,2,2,1,1,2,2,2,2,2,NA,NA,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,03,05,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0120.2,1.010752688172043,0.98936170212765961
5373,0370.1367,27,Tabasco,50,CERESO VILLAHERMOSA,01,1,2,27,01,0,1,0,0,0,0,0,0,0,0,0,0,1,07,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04,2,1,2,1,2,2,2,2,2,1,3,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,004,16,01,2016,27,004,98,98,9998,8,4,2,2,2,1,2,2,2,1,1,2,1,2,1,1,2,2,1,2,2,2,1,1,1,1,1,2,2,NA,NA,2,2,2,2,1,1,1,1,1,2,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,01,06,1,2,1,0,0,0,0,0,0,2,NA,1,4,0573.1,2.9999999999999996,0.38732394366197181
5383,0371.3174,31,Yucatán,NA,NA,01,1,2,31,01,0,1,0,0,0,0,1,0,0,0,0,0,1,02,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,CHALAN DE ALBANIL,9221,09,1,NA,NA,1,2,2,1,2,2,2,2,2,1,1,09,1,0,0,1,0,0,0,0,0,0,31,102,07,07,2008,31,096,06,07,2008,2,5,1,NA,NA,NA,NA,NA,2,2,1,1,2,2,1,2,2,2,2,NA,2,2,2,2,2,2,1,2,2,NA,NA,2,2,2,2,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,2,2,01,04,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1615.1,2.2857142857142856,0.64615384615384619
5403,0372.2093,27,Tabasco,NA,NA,01,1,2,27,01,0,1,0,0,0,0,0,0,0,0,0,0,1,03,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,OBRERO,7999,07,1,NA,NA,1,2,1,1,2,1,2,2,2,2,1,01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,001,09,12,2017,27,001,09,12,2017,1,2,NA,NA,NA,NA,NA,NA,2,2,1,2,2,2,1,2,2,2,2,NA,2,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,03,07,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3138.1,3.7083333333333335,0.28915662650602408
5422,0373.6203,05,Coahuila de Zaragoza,08,"CENTRO PENITENCIARIO FEDERAL 18 ""CPS COAHUILA""",01,1,1,19,02,0,1,0,0,0,0,1,0,0,0,0,0,1,02,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,OPERADOR DE PRODUCCION,8199,08,1,NA,NA,1,2,1,2,1,1,1,2,1,2,1,01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,039,20,02,2014,05,033,20,10,2012,6,5,1,NA,NA,NA,NA,NA,1,1,1,1,1,2,1,1,1,2,2,NA,2,2,1,2,2,2,1,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,1,2,1,1,2,2,2,1,1,2,2,01,05,1,2,1,0,0,0,0,0,0,2,NA,1,3,1897.1,3.1213675213675218,0.3306953080836631
5427,0373.6795,23,Quintana Roo,NA,NA,01,1,2,23,03,0,0,0,1,0,0,0,0,0,0,0,0,1,01,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,FABRICA DE CHORIZOS,9999,99,NA,NA,99,1,2,1,2,1,1,1,2,1,1,1,02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,005,28,08,2015,23,005,28,08,2015,1,2,NA,NA,NA,NA,NA,NA,2,2,1,2,2,2,2,2,2,2,2,NA,2,2,1,1,2,1,1,2,2,NA,NA,2,2,2,2,1,1,2,1,2,2,1,1,2,2,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,03,07,1,1,1,0,0,0,0,0,0,2,NA,1,4,0381.1,3.4632352941176476,0.33090024330900242
5441,0374.5425,27,Tabasco,50,CERESO VILLAHERMOSA,01,1,2,27,01,0,1,0,0,0,0,1,0,0,0,0,0,1,07,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,SERVICIO DE LIMPIA EN EL  H.AYUNTAMIENTO,9999,99,NA,NA,99,1,2,1,2,1,1,1,1,1,6,4,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,004,17,08,2008,27,004,98,06,2008,5,5,3,NA,NA,NA,NA,NA,2,2,1,2,2,2,2,2,2,2,2,NA,1,1,1,1,1,1,1,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,02,07,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0573.1,2.9999999999999996,0.38732394366197181
5446,0374.7765,27,Tabasco,NA,NA,01,1,2,27,01,0,0,1,1,1,0,0,0,0,0,0,0,1,02,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,CAMPESINO,6119,06,1,NA,NA,1,2,1,1,1,1,1,1,2,1,4,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,006,06,02,2018,27,006,17,10,2017,5,5,1,NA,NA,NA,NA,NA,2,2,2,2,2,2,1,2,2,2,2,NA,2,2,2,2,1,2,2,2,2,NA,NA,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01,01,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2328.1,4.0000000000000009,0.29351535836177473
5451,0375.0369,05,Coahuila de Zaragoza,NA,NA,01,1,2,05,01,0,1,0,0,0,0,1,0,0,0,0,0,1,02,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,1,03,00,2,2,NA,NA,NA,TAXISTA,8342,08,1,NA,NA,1,2,1,2,1,1,3,1,1,6,4,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05,030,11,02,2019,05,030,10,02,2019,2,5,1,NA,NA,NA,NA,NA,1,1,1,1,2,2,1,2,2,2,2,NA,2,2,2,2,2,2,1,2,2,NA,NA,2,2,2,2,1,1,1,1,2,2,2,2,1,2,2,1,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,09,02,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0615.1,5.3296703296703294,0.37092391304347827
5459,0375.5524,27,Tabasco,NA,NA,01,1,2,27,01,0,1,0,0,0,0,1,0,0,0,0,0,1,03,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,COMERCIANTE DE FRUTALES,4111,04,1,NA,NA,1,2,1,1,1,1,1,2,1,2,4,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,008,24,02,2011,27,008,10,05,2010,5,5,1,NA,NA,NA,NA,NA,1,1,1,1,2,2,1,1,2,2,2,NA,2,2,2,2,2,2,1,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01,01,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2328.1,4.0000000000000009,0.29351535836177473
5464,0375.8311,23,Quintana Roo,NA,NA,01,1,2,04,06,0,1,0,0,0,0,0,0,0,0,0,0,1,01,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,1,01,06,2,2,NA,NA,NA,1,00,04,2,2,NA,NA,NA,SICARIO,1012,10,1,NA,NA,1,2,1,2,1,1,3,1,1,6,2,02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04,004,26,06,2008,23,005,05,05,2008,4,5,1,NA,NA,NA,NA,NA,1,1,1,2,2,2,1,2,2,2,2,NA,1,1,2,2,2,1,1,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,04,07,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,0381.1,3.4632352941176476,0.33090024330900242
5469,0376.0042,10,Durango,19,CEFERESO 14 CPS DURANGO,01,1,1,05,01,0,1,0,0,0,0,1,1,0,0,0,0,1,03,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,DUEÑO DE UNA BOUTIQUE MIXTO COMERCIANTE DE ROPA,4111,04,1,NA,NA,1,2,1,2,1,1,1,1,1,6,3,02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05,025,21,08,2015,05,025,21,08,2015,1,4,1,2,1,2,1,2,2,1,1,1,1,2,1,1,2,2,2,NA,2,2,2,1,2,2,1,2,2,NA,NA,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,2,1,1,2,2,2,2,1,2,2,01,06,1,1,1,0,0,0,0,0,0,2,NA,1,5,0767.1,2.6766712141882674,0.3715154586923467
5492,0377.1607,05,Coahuila de Zaragoza,NA,NA,01,1,2,05,01,0,0,1,0,0,0,0,0,0,0,0,0,1,04,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,OBRA,7121,07,2,NA,03,1,2,1,2,1,1,1,2,1,2,4,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05,025,08,01,2020,05,025,08,01,2020,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,2,2,2,1,1,2,2,NA,2,2,1,2,2,2,1,2,2,NA,NA,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,10,04,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0322.1,3.4956140350877192,0.33091436865021773
5506,0377.7113,04,Campeche,07,CERESO KOBEN,01,1,2,04,01,0,1,0,0,0,0,1,0,0,0,0,0,1,03,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,ALBANIL,7121,07,1,NA,NA,1,2,2,1,2,2,1,2,2,1,4,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04,002,18,12,2012,04,002,18,12,2012,1,2,NA,NA,NA,NA,NA,NA,2,1,1,1,2,2,1,1,2,2,2,NA,2,2,2,2,2,2,1,2,2,NA,NA,2,2,2,2,1,2,2,1,2,2,2,1,2,2,1,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,14,02,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2352.1,1.7405940594059406,0.5751708428246014
5511,0377.8944,27,Tabasco,NA,NA,01,1,2,27,01,0,0,1,0,0,0,0,0,0,0,0,0,1,01,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,AYUDANTE DE FRUTERO,4211,04,1,NA,NA,1,2,1,1,2,1,3,2,2,2,1,01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,012,05,01,2021,27,012,05,01,2021,1,2,NA,NA,NA,NA,NA,NA,2,2,1,1,2,2,2,1,2,2,2,NA,8,8,1,1,2,8,1,2,2,NA,NA,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,03,03,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0249.1,3.9814814814814818,0.29189189189189191
5516,0378.3469,23,Quintana Roo,NA,NA,01,1,2,23,01,0,1,0,0,0,0,1,0,0,0,0,0,1,02,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,CAMPESINO,6119,06,1,NA,NA,1,2,2,2,2,2,2,2,2,1,4,01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,005,98,11,2011,23,005,98,11,2011,3,5,2,NA,NA,NA,NA,NA,2,2,1,2,2,2,2,2,2,2,2,NA,2,2,2,1,2,2,1,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,03,01,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0191.1,2.7964824120603016,0.3537777777777778
5533,0379.0489,10,Durango,19,CEFERESO 14 CPS DURANGO,01,1,1,05,02,0,0,0,0,0,0,0,0,1,0,0,0,1,01,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,JEFE DE PLAZA DE DROGA EN COAHUILA,1011,10,1,NA,NA,1,2,1,2,1,1,3,2,1,6,1,05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05,030,27,04,2016,05,030,24,04,2016,2,5,1,NA,NA,NA,NA,NA,2,1,1,1,2,1,1,1,1,2,2,NA,2,2,2,2,2,2,1,2,2,NA,NA,2,2,2,2,1,1,1,1,2,1,2,1,1,2,2,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,03,05,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,0767.1,2.6766712141882674,0.3715154586923467
5539,0379.3702,05,Coahuila de Zaragoza,NA,NA,01,1,2,05,02,0,1,0,0,0,0,0,0,0,0,0,0,1,04,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,1,09,00,2,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,"ENDEREZADO, PINTURA Y COMERCIO DE AUTOS",7213,07,1,NA,NA,1,2,1,2,1,1,1,1,1,6,3,02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05,025,06,02,2021,05,025,03,02,2021,2,3,NA,NA,NA,NA,NA,NA,1,1,1,2,2,2,1,2,2,2,2,NA,1,1,1,1,1,1,1,2,2,NA,NA,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,06,03,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0615.1,5.3296703296703294,0.37092391304347827
5540,0379.4852,05,Coahuila de Zaragoza,NA,NA,01,1,2,05,01,0,1,0,0,0,0,1,0,0,0,0,0,1,02,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,1,02,00,2,2,NA,NA,NA,CARPINTERO,7311,07,1,NA,NA,1,2,1,2,1,1,3,2,1,4,4,01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05,025,29,03,2020,05,025,29,03,2020,1,2,NA,NA,NA,NA,NA,NA,1,2,1,2,1,2,1,1,2,2,2,NA,2,2,1,2,2,2,1,2,2,NA,NA,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,01,05,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0322.1,3.4956140350877192,0.33091436865021773
5541,0379.5662,23,Quintana Roo,NA,NA,01,1,2,23,01,0,1,0,0,0,0,1,0,0,0,0,0,1,02,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,PINTOR,7135,07,1,NA,NA,1,2,2,2,2,1,2,1,2,2,1,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,001,10,12,2011,23,001,09,12,2011,1,2,NA,NA,NA,NA,NA,NA,2,2,2,1,1,2,1,2,2,2,2,NA,2,2,2,2,2,2,1,1,2,2,NA,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,01,01,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1367.1,2.6363636363636362,0.34920634920634919
5544,0379.6603,27,Tabasco,NA,NA,01,1,2,27,01,0,1,0,0,0,0,0,0,0,0,0,0,1,01,1,1,05,00,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,POLICIA BANCARIO,5313,05,1,NA,NA,1,2,1,1,1,2,3,1,1,4,1,01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,002,15,03,2021,27,002,14,03,2021,1,2,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,2,2,NA,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01,09,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0516.1,3.7810218978102195,0.29912663755458513
